остаться промеж двух стульев на голо 	сесть (остаться) промеж двух стульев на голо (на голое)Хотел задом два стула захватить, да и сел — промеж двух на голо (остаться ни с чем)Ср. "Жить промеж двух на голо".Ср. (До войны) мы больше всего говорили о самих себе, о каких-то надеждах, разлетевшихся в прах и оставивших нас между двух стульев.Салтыков. В среде умеренн. 2. На досуге.Ср. Мать взыскивает по векселю с сына, подчиняясь естественному чувству собственности и в то же время попирая естественное чувство семейственности. Та же мать, взыскав деньги с одного сына, передает их другому, подчиняясь естественному чувству семейственности и отворачиваясь от естественных чувств собственности.
Каким образом усидеть между этих двух стульев и не провалиться в конце концов?..Салтыков. Дневник провинциала. 10.Ср. Sich zwischen zwei Stühle setzen.Ср. Will Einer sich setzen, zur Erde fällt,Der zwischen zwei Stühlen, die Mitte hällt.Wer zwischen zwei Stühl' sich unverhofft setzt,Sich leicht auf dem Boden den Podex verletzt.Philosophia Patrum. 2872, 2873.Ср. Entre deux chaises.Ср. S'asseoir entre deux selles le cul à terre.Rabelais. Gargantua. 1, 11.Ср. Entre deux selles chiet dos à terres.Anc. Prov. Manuscr. VIII s.Ср. Duabus sedere sellis.Macrob. Saturn. 2, 3, 10. Ср. Laberius. (Sen. Controv. 3, 18.)Ср. Labitur enitens sellis haerere duabus. (XI в.)Ср. Reciperem te, nisi anguste sederemus.Atqui solebas duabus sellis sedere.Принял бы тебя, если б мы не сидели тесно.Ты же любишь сидеть на двух стульях.Cicer. Laberio Mimo.См. за двумя зайцами.См. туда и сюда.См. и нашим и вашим.См. страха ради иудейска.
открещиваться 	(иноск.) — отказываться от чегоКрестом не откреститься и пестом не отбиться (иноск.) — не отделатьсяСр. Читая старые книги, и новыми он не брезговал, не открещивался от них, как другие староверы...Мельников. В лесах. 3, 10.
откровение 	(иноск.) — просветление свыше (т.е. открытие того, что не по силам человеческому уму), вдохновение, наитиеСр. История царствования незабвенного царя Александра II представилась не как внешняя цель событий, а как откровение общечеловеческих идей.А.Ф. Кони. Памяти С.И. Зарудного (в Собрании Юрид. общества 1899).
откровенно 	(одеваться) — иноск. шут. — очень открыто, обнаженноСр. Что-то даже слишком уж откровенно грязное было в этом деле.Достоевский. Бесы.
открывать свои двери 	(иноск.) — дать доступСр. Между... слушателями часто бывало довольно много учащейся молодежи, которой Общество всегда гостеприимно открывало, в интересах знания юридического развития, свои двери.А.Ф. Кони. Труды и задачи СПб. Юрид. обществ.
открыто жить 	(иноск.) — открытым (для гостей) домом, — гостеприимнымСр. Аристарх Федорович любил жить открыто, любил принимать гостей...Григорович. Проселочные дороги. 1, 1.Ср. Дверь отперта для званых и незваных.Грибоедов. Горе от ума. 2, 5. Фамусов.См. широкая натура.См. настежь двери.
открытый вопрос 	еще подлежащий окончательному решениюСр. Вопрос открытый наш — о несеченьи,Об обязательном для всех ученьи,И — как спастись от загрязненья"Невы державного теченья",- От западных ветров гонений:От страха грозных наводнений.*** Афоризмы.Ср. Существует "открытый вопрос" о пощечинах, но по нашему месту и это сойдет с рук.Салтыков. Недоконченные беседы. 5 (по поводу защиты Кронеберга).
открыть(кому) глаза 	(иноск.) — обратить внимание, вразумитьСр. Открывать глаза обществу на наши общественные нужды и недуги — цель, конечно, почтенная...Гончаров. Литературный вечер. 2.Ср. Почитай, кормилец, открой очи, научи меня, темную, — молила старушка.Мельников. В лесах. 4, 2.Ср. Коль слабый сильному, хоть движимый добром,Открыть глаза на правду покусится,Того и жди, что то же с ним случится,Что с комаром.Крылов. Комар и Пастух.Ср. Einem den Staar stechen.Ср. Oculos (mini) aperire, in viam me veram inducere.Открыть глаза, навести на истинный путь.Fronto. p. 56. N.См. мы люди темные.
открыть(отковырять) 	(иноск.) — найти, долго копаясь, после долгих хлопотливых поисковСр. А музыканта где ты открыла, — спросил он, поздоровавшись со мною и указывая на Кирилина... — Четвертые сутки пропадает.Маркевич. Типы прошлого. 2, 6.См. выкопать.См. откопать.
отлавироваться 	от кого — (иноск.) отделатьсяСм. лавировать.
отлегло от сердца(от души) 	(иноск.) — легче стало (точно камень отлег)Ср. Утешила меня ты, точно каменьЛежал на сердце, отлегло теперь...Островский. К.З. Минин. 3, 1, 4.См. отходить.См. отошло.
отлететь в лучший мир 	(иноск.) — умеретьСр. Возвышенной душе его тягостны были оковы света. Она отлетела в иной, лучший мир.Григорович. Проселочные дороги. 1, 3.См. отправиться к праотцам.
отлить штуку 	(иноск.) — поступить особенно, на удивление другимСр. Она за пояс заткнула Глафиру Агаповну и отлила такую штуку, что все разинули рты.Лесков. На ножах. 2, 2.См. пули лить.См. штука.См. выкинуть штуку.См. разиня рот.См. отмочить штуку.
отложено — не уничтожено 	(иноск.) — что отложено, не отвергнуто, еще может состоятьсяСр. Забылись они, часы его былой женатой жизни (когда от него чахла жена)... и вдруг теперь, нежданно-негаданно, словно Божье наказанье, отсроченное, но не отмененное — возникли они из глубины его души...К. Случевский. Перед закрытыми глазами.Ср. Aufgeschoben ist nicht aufgehoben.Ср. Ce qui est différé n'est pas perdu.Что отсрочено, не потеряно.См. бог долго ждет, да больно бьет.
отложить попечение 	не заботитьсяСр. В крайности (при известных условиях), мне кажется, самое лучшее: отложить попечение, сидеть и молчать.Салтыков. За рубежом. 6.Ср. (Предварили) тебя, что княжну не выдадут за 23-летнего человека, который "не создал себе еще никакого положения" — и чтоб ты, значит, отложил всякое попечение.Маркевич. Четверть века назад. 1, 16.Ср. Всякое ныне житейское отложим попечение.Херувимская песнь.См. общественное положение.
отмахать 	(иноск.) — быстро, на скорях что-нибудь сделатьСр. "Отмахать пятнадцать верст в час; — письмо".
отмежевать себе 	(иноск. шут.) — забрать, присвоить себе что-либо неправильно, по праву сильногоСр. "Это такой землемер, что подушку из-под головы отмежует".
отмочить штуку(отпустить) 	(иноск.) — сделать нечто неожиданное, поразительноеСр. Чепуху это отмочишь, и сейчас смех...Лесков. Соборяне. 5, 4.Ср. Гороблагодатский отмачивает дикие штуки.Помяловский. Очерки бурсы. 311.Ср. Знаешь, что я отмочил? — "Что"? — Наплевал в кадушку с капустой.Там же, 360.Ср. Такие штуки отмачивал под носом у самого начальства, что только помираешь со смеху.Салтыков. Губернские очерки. Прошлые времена. Первый рассказ подьячего.Ср. Какову штуку отмочили! А? Ну, ожидал ли я этого еще вчера? Чудеса!Данилевский. Новые места. 1, 1.
относительно одного очень тонкого обстоятельства 	Я осмеливаюсь попросить вас относительно одного очень тонкого обстоятельстваГоголь. Ревизор. 4, 7. Добчинский.Ср. Тонкий намек на толстые обстоятельства.
отнялся язык 	(рука, нога) — иноск.: как бы нет его (не действует, отмер)Ср. У меня руки отняты (иноск.) — я лишен сил, средств, возможности действовать (власти).Ср. Я удивился перемене, которая произошла в нем... правая нога почти совсем отнялась, так что жена его вынуждена была беспрестанно поддерживать его за локоть: язык заплетался...Салтыков. Пошехонская старина. 23.
отойди от Меня, сатана 	Ср. "Падши ниц, поклонись — и отдам все сполнаЯ тебе..." — говорит искуситель.Отвещает Небесный Учитель:- "Отойди, отойди от меня, Сатана!"Л. Мей. „Отойди от меня, сатана". (Конец).Ср. Apage, Satana!Ср. Матф. 4, 10. Луки. 4, 8.
отойти к праотцам 	отправиться (отойти) к праотцам(иноск.) — умеретьСр. Отправился в страну, где царствует Плутон.Крылов. Вельможа.Ср. Ad patres.Ср. Я приложу тебя к отцам твоим и ты положен будешь в гробницу и т. д.4 Царств. 22, 30.Ср. И скончался Авраам и приложился к народу своему.Бытие. 25, 8.Евреи в древности имели обычай хоронить своих умерших в отечестве их, вместе с предками, а состоятельных — в особом фамильном склепе. Так, Иосиф похоронил отца своего Иакова (умершего в Египте) в земле Ханаанской.Ср. И отнесли его (Иакова) сыновья его в землю Ханаанскую и похоронили его в пещере, которую купил Авраам с полем в собственность для погребения.Бытие. 50, 18.Ср. Я прилагаюсь к народу моему; похороните меня с отцами моими — в пещере, в земле Ханаанской, которую (пещеру) купил Авраам ...Бытие. 49, 29-30.Отсюда выражение (в прямом смысле): к отцам.См. плутон.См. отослать врага.
отольются(отзовутся) волку овечьи слезки(кошке мышкины слезки) 	Ср. Раскаяться — лень; сделать бывшее небывшим — невозможно; стало быть, приходится существовать, сознавая себя в положении старого волка, которому отольются овечьи слезки.Салтыков. Круглый год. 1-е августа.Ср. Посмотри на него — всякая жилка у него говорит: "что же, мол, ты не бьешь? — бей! зато в будущем веке отольются кошке мышкины слезки!"Салтыков. Пошехонская старина. 18.Ср. Несдобровать ему. Отзовутся кошке мышкины слезки.Данилевский. Девятый вал. 2, 20.См. виноватого Бог сыщет.См. попасть под сюркуп.
отоптать пятки{, хвост} 	кому (иноск.) — неотступно следом за кем ходить, угождая и прислуживая
отослать(отправить) к отцам 	(иноск.) — отправить на тот светСр. Но отослать врага к отцамЕдва ль приятно будет вам...А.С. Пушкин. Евг. Онег. 6, 33.Ср. Как человек... держащийся принципа..., что все средства хороши, лишь бы вели к цели, кажущейся лично нам выгодной... — он не остановился перед мыслью отправить "старца" к праотцам и через его смерть поправить свои обстоятельства...Вс. Крестовский. Вне закона. 1, 9.См. отправиться к праотцам.См. цель освещает средства.
отошло(от сердца) 	иноск.: об успокоившемся от гнева, о переставшем сердитьсяСр. Он остановился: у него вдруг отошло от сердца. От засмеялся добродушно не то над ней, не то над собой.Гончаров. Обрыв. 1, 18.См. отлегло.См. отходить.
отпетый(дурень, пьяница) 	(иноск.) — отъявленный, отчаянный, безнадежный к исправлению (отпевание — последнее действие над умершим)Ср. Ну, что на меня глаза выпучил, отпетый дурак!Достоевский. Дядюшкин сон. 10 (жена — мужу).Ср. Прощай, Груша! со мной что-то недоброе делается, на твоей душе грех будет. Я голова отпетая, ты меня знаешь.Островский. Живи не так, как хочется. 3, 15.Ср. Перед ними находился давно порешенный, давно отпетый человек...Маркевич. Бездна. 1. Пролог. 2.Ср. Рядом жил желтоволосый старичонка с неподвижными рыбьими глазами, "отпетый, да не похороненный".Вс. Крестовский. Петерб. трущобы. 6, 15.См. из рук валиться.
отпечаток 	печатьI.(отпечаток)(иноск.) — знак (как бы оттиск), отпечатокСр. Года ученья минули,И юноша, отмеченныйПечатью дара божьего,Стал пылким и восторженнымПевцом освобождения ...Некрасов. Кому на Руси. 1, 4. Доброе время.Ср. Смиренья с простотой лежит на нем печать,Свой страннический крест прияв, как благодать,Из дальнего села пришел он...Кн.
П.А. Вяземский. На церковное строение.Ср. И я узнал тебя! узнал!Ни время, ни чужой нарядНе изменят зловещий взглядИ это бледное чело,Где преступление и злоПечать оставили свою ...Лермонтов. Боярин Орша. 3.Ср. 'T is he! 't is he! I know him now;I know him by his pallid brow.Byron.См. от головы до пяток.II.(пресса)(иноск.) — печатное слово; прессаСр. "Печать — владыка мира, но не в короне, а (нередко) в венце терновом".*** Афоризмы.Ср. Печати в борьбе за прогресс нередко приходится бороться за собственное существование.*** Афоризмы.См. пресса
отпираться(запираться) 	(иноск.) — отрекаться, упорно утверждать, упирать на своемСр. ...Вы ко мне писали,Не отпирайтесь...А.С. Пушкин. Евг. Онегин. 4, 12.Ср. Улика налицо, и запираться поздно.Крылов. Напраслина.Ср. "Он у вас коней не крал, -Старший корчась тут сказал: -Дорогой наш брат, Иваша,Что переться, дело наше...Ершов. Конек-Горбунок. 1.См. отрицай. Отпирайся.
отплатить тою же монетою 	(иноск.) — отдать, воздать равнымСр. Ты был такой милый мальчик, и, клянусь тебе, ты тоже много проиграл в эти девять лет... — вскричал Версилов; ясно, что он изволил шутить и тою же монетою отплатил мне за колкое мое замечание о том, что он постарел.Достоевский. Подросток. 1, 6, 3.Ср. Поляки (из политических преступников) были с каторжными как-то утонченно вежливы, несообщительны и никак не могли скрыть перед ними своего к ним отвращения, а те понимали это очень хорошо и платили тою же монетою.Достоевский. Записки из Мертвого дома. 1, 2.Ср. На другой день принесли шубу (Волынского) из полиции. Домашние не сказали ему, что к ней прицеплена была записка (от Бирона): плата тою же монетой с герцогскими процентами.Н.М. Лажечников. Ледяной дом. 3, 1.Ср. Rendre à quelqu'an la monnaie de sa pièce.Dictionn. de l'Acad.См. в ню же меру.
отплевываться 	(похвалив) — иноск.: чтоб не сглазитьСр. Имею счастье довести до сведения Вашего Величества, что в университете все обстоит благополучно. — "Отплевывайтесь, г-н ректор!" — Ваше Величество! В добрый час молвить, в университете все обстоит благополучно. — "Так-то лучше!"(Рапорт Ректора Благовещенского императору Александру II в Варшаве).У нас отплевываются при разных случаях (чтоб отвратить беду, при встречах). Это ничего не имеет общего с плеванием в кулак: в кулак плюют взявшись за орудие — палку, топор, чтоб крепче держать его, ударяя им.См. в добрый час будь сказано.См. плюнь и дунь.См. плевать.См. сухо дерево.
отпонтировать 	понтонировать (пропонтировать, отпонтировать)(иноск.) — переходить, переправляться с места на место; пропутешествоватьСр. К нему в клинику и шел Шителин. Не близкое дело "пропонтировать" туда; да он хороший ходок.Боборыкин. Перевал. 3, 2, 4.Ср. Ссылайте, коли ваша власть еще... пропонтирую пешком отселе до Иркутска...Салтыков. Мелочи жизни. 2, 8.Ср. Поневоле устанешь! Изволь на своих на двоих к нему отпонтировать.Боборыкин. Ранние выводки. 17.Ср. Ponton (фр.) — понтонный мост, плашкот.Ср. Ponto (лат.) — транспортное, перевозное судно.
отправить к отцам 	отослать (отправить) к отцам(иноск.) — отправить на тот светСр. Но отослать врага к отцамЕдва ль приятно будет вам...А.С. Пушкин. Евг. Онег. 6, 33.Ср. Как человек... держащийся принципа..., что все средства хороши, лишь бы вели к цели, кажущейся лично нам выгодной... — он не остановился перед мыслью отправить "старца" к праотцам и через его смерть поправить свои обстоятельства...Вс. Крестовский. Вне закона. 1, 9.См. отправиться к праотцам.См. цель освещает средства.
отправиться(отойти) к праотцам 	(иноск.) — умеретьСр. Отправился в страну, где царствует Плутон.Крылов. Вельможа.Ср. Ad patres.Ср. Я приложу тебя к отцам твоим и ты положен будешь в гробницу и т. д.4 Царств. 22, 30.Ср. И скончался Авраам и приложился к народу своему.Бытие. 25, 8.Евреи в древности имели обычай хоронить своих умерших в отечестве их, вместе с предками, а состоятельных — в особом фамильном склепе. Так, Иосиф похоронил отца своего Иакова (умершего в Египте) в земле Ханаанской.Ср. И отнесли его (Иакова) сыновья его в землю Ханаанскую и похоронили его в пещере, которую купил Авраам с полем в собственность для погребения.Бытие. 50, 18.Ср. Я прилагаюсь к народу моему; похороните меня с отцами моими — в пещере, в земле Ханаанской, которую (пещеру) купил Авраам ...Бытие. 49, 29-30.Отсюда выражение (в прямом смысле): к отцам.См. плутон.См. отослать врага.
отпустите душу на покаяние! 	(иноск.) — избавьте, увольте (собственно: не погубите, дайте возможность покаяться — и исправиться)Ср. Он взмолился мне: "отпусти душу на покаяние!" Я говорю: покайся, это твое дело, а живого уж не отпущу... и затем я его застрелил...Писемский. Люди сороковых годов. 4, 16.Ср. Отпустите, отпустите, отпустите хоть душу на покаяние - совсем прижали!Гоголь. Ревизор. 4, 1. Земляника.Ср. — Длить споры не мое желанье. -"Хоть душу отпусти на покаянье".Грибоедов. Горе от ума. 2, 2. Фамусов Чацкому.
отпустить штуку 	отмочить штуку (отпустить)(иноск.) — сделать нечто неожиданное, поразительноеСр. Чепуху это отмочишь, и сейчас смех...Лесков. Соборяне. 5, 4.Ср. Гороблагодатский отмачивает дикие штуки.Помяловский. Очерки бурсы. 311.Ср. Знаешь, что я отмочил? — "Что"? — Наплевал в кадушку с капустой.Там же, 360.Ср. Такие штуки отмачивал под носом у самого начальства, что только помираешь со смеху.Салтыков. Губернские очерки. Прошлые времена. Первый рассказ подьячего.Ср. Какову штуку отмочили! А? Ну, ожидал ли я этого еще вчера? Чудеса!Данилевский. Новые места. 1, 1.
отрава 	(иноск.) — огорчение. Отравлять — испортить, вредитьСр. "Неудатные дети отрава жизни нашей".Ср. "Горькая жизнь отравляет радости".Ср. Мне дочь моя — враг, она мне жизнь отравляет.Маркевич. Чад жизни. 4, 6.Ср. Чего она не перенесла от своего мужа! Попреками да укорами отравлял он ей каждую ложку за обедом.Марлинский. Латник.Ср. Одно ее холодное слово могло отравить мое существование.Марлинский. Ночь на корабле.
отрапортовать 	(иноск.) — отделать, обработать, избитьСр. (Городничий) высек, батюшка!.. По ошибке, отец мой! Бабы-то наши забрались на рынке, а полиция не доспела, да и схватила меня, да так отрапортовали: два дня сидеть не могла!Гоголь. Ревизор. 4, 11.
отребье человека 	(иноск.) — изверг; негодные люди (намек на отребленный сор хлеба — отброски)Ср. Эти люди сами деморализуются до того, что, по местному выражению, "меняют веру, як цыган коняку". (К этому отребью)... принадлежал и наемщик нашего интролигатора.Лесков. Владычный суд. 7.См. подонки.См. веру переменить — не рубаху сменить.См. деморализация.
отрезанный ломоть(к хлебу не приставишь) 	т.е. отделенный (намек на права отделенных детей, на наследство)Ср. Ссыльнокаторжные... Это были преступники, совершенно лишенные всяких прав состояния, отрезанные ломти от общества, с проклейменным лицом для вечного свидетельства об их отвержении.Достоевский. Записки из Мертвого дома. 1, 1.Ср. Видимо, между всеми этими людьми были общие интересы и протекала общая жизнь; один только герой мой был тут как отрезанный ломоть.Писемский. Взбаламученное море. 2, 8.Ср. Она ту меньше любила, да ведь она уже отрезанный ломоть: у нее свои обязанности, свое семейство...Писемский. Тюфяк. 2.Ср. Как хотите — но женатый человек отрезанный от всего ломоть.Писемский. Взбаламученное море. 4, 3.Ср. Сестра при брате не вотчинница.Уложение.Ср. "Отрезанный ломоть" — выделенный член семейства.
отрезать 	(иноск.) — сказать решительно, наотрезСказал, что топором отрубил.Ср. "Как ножом отрезал".Ср. Вот так! Сказала, как отрезала. Так и знать будем.Островский. Последняя жертва. 1, 2.Ср. И вы находите меня способным подвести вас к этому (истинному) пути? "Вполне!" — отрезал ему Аггей Никитыч.Писемский. Масоны. 5, 3.
паника{; панический страх} 	безотчетныйСр. Законы, порождающие панику и управляющие ею, до сих пор неизвестны. Она представляется вам в форме обезумевшего пса, случайно сорвавшегося с цепи.Салтыков. Пестрые письма. 9.Ср. Знал я старца: в душе его беднойПоселился панический страх,Что погубит нас Запад зловредный.Некрасов. Недавнее время. 2.Ср. Страх прилипчивее чумы и сообщается вмиг.Гоголь. Мертвые души. 1, 9.Пан, бог лесов, обладал ужасающим голосом. Во время битвы он им наводил безотчетный (панический) страх на войска, и они искали спасение в бегстве. Пан научился трубить в морскую раковину и громкими звуками, извлекаемыми из нее, он во время битвы богов с титанами на последних навел ошеломляющий страх и обратил их в бегство. Так же нагнал он страх на персов в битве при Марафоне.Ср. Cicer Attic. 5, 20, 14; 3, 16, 1. Epist. ad fam. 26, 23. Ср. Herod. 6, 105. Ср. Xenoph. Arab. 2, 2.Ср. φόβος πάνικός.Ср. Pausan. 10, 23.См. страх обнял всех зверей.См. как с цепи сорвавшись.См. фаун.
панихиды петь 	(иноск.) — вспоминать о предстоящей смерти, вести соответствующие разговорыСр. (Больной) тряхнув головою, словно отгоняя мрачную мысль, воскликнул: не будем об этом: к чему панихиды петь?..А.А. Соколов. Тайна. 24.Ср. Панихида (панафида) — церковная служба по усопшем.Ср. Παννυχίς (παν, все — νύξ, ночь: всенощное бдение) — память, поминовение, панихида.
панический страх 	паника; панический страхбезотчетныйСр. Законы, порождающие панику и управляющие ею, до сих пор неизвестны. Она представляется вам в форме обезумевшего пса, случайно сорвавшегося с цепи.Салтыков. Пестрые письма. 9.Ср. Знал я старца: в душе его беднойПоселился панический страх,Что погубит нас Запад зловредный.Некрасов. Недавнее время. 2.Ср. Страх прилипчивее чумы и сообщается вмиг.Гоголь. Мертвые души. 1, 9.Пан, бог лесов, обладал ужасающим голосом. Во время битвы он им наводил безотчетный (панический) страх на войска, и они искали спасение в бегстве. Пан научился трубить в морскую раковину и громкими звуками, извлекаемыми из нее, он во время битвы богов с титанами на последних навел ошеломляющий страх и обратил их в бегство. Так же нагнал он страх на персов в битве при Марафоне.Ср. Cicer Attic. 5, 20, 14; 3, 16, 1. Epist. ad fam. 26, 23. Ср. Herod. 6, 105. Ср. Xenoph. Arab. 2, 2.Ср. φόβος πάνικός.Ср. Pausan. 10, 23.См. страх обнял всех зверей.См. как с цепи сорвавшись.См. фаун.
паноплия 	группа воинских доспехов, вешаемых на стенах. В Средние века так называлось полное рыцарское вооружениеСр. Паноплия (πανοπλία, полное вооружение гоплита: όπλίτης — греч. пехотинец); παν, все — οπλον, оружие, щит — всеоружие.См. во всеоружии.
панорама 	(иноск.) — общая картина чего-либо нас окружающего (намек на панораму — картину (вид) окружающей нас местности). Панорамщик, показывающий панорамы (род раёшника)Ср. Дама так разрезвилась, что перевернула девушку перед собою и стала ее рекомендовать тоном французского панорамщика.Лесков.Ср. Panorama (фр.).Ср. παν, все — οραμα, виденное.
пансион для девиц — без древних языков 	(иноск. иронич.) — дом терпимостиСр. (Вдове Кубаревой) было отказано в пенсии... погоревала-погоревала бедная вдова, посоветовалась с добрыми людьми — и вдруг нашлась. Открыла пансион для девиц, но, разумеется, без древних языков.Салтыков. Современная идиллия. 4.Ср. Pension, пансион (плата за содержание, за стол).Ср. Penser (весить) — платить (отсюда взвешивать — обдумывать, мыслить).
панславизм 	стремление славян к полному их объединениюСр. Панславизм - это ящик Пандоры, подсунутый нам злым московским колдуном.В.А. Полетика.См. ящик Пандоры.
панталоны 	штаны, брюки (намек на венцианских шутов, носивших род панталон)Ср. О панталонах и тому подобных предметах потребления в обществе не принято говорить, почему?Ср. Фамилия — Свистулькин... Фи! Странное дело: какой-нибудь Федор Сапог приводит в содроганье, а m-r Soulié возбуждает приятную улыбку: чем же сапог хуже башмака? и т. д. Решительно не понимаю такого предубеждения... оно дошло уже вот до чего: я знал одну даму, которая говорила очень свободно: "Pierre ne salissez pas votre pantalon", и скорее умерла бы, чем сказала: "Pierre, не марай своих панталон".Григорович.
Свистулькин. 3.Ср. Pantalone (действующее лицо в итальянских комедиях, как и Коломбина, Арлекин и Пьеро). Панталоне (от этрусков) появились впервые в конце XIV в. Они представляли отца Коломбины в маске и костюме венецианского купца. Между прочим чулки и брюки они носили не отдельно, а шитые из одного куска (оттуда слово панталоны). Сперва панталоны были красного цвета, а после взятия турками Константинополя (1453 г.) и потери венецианцами колонии Негропонте они в знак траура носили панталоны черные. Характер "Pantalone" (платящий панталоне) — добряк, которого все обдувают и обирают (намек на всегда обложенный податями народ).Ср. Pantalon — панталоны.Ср. Paga Pantalone (pagare — платить).Ср. Παν, все — ταλαός (τλήμων), — терпеливый, страждущий.Ср. Gilet (фр.) жилет — род камзола, от Gilles — балаганные шуты.См. что очень хорошо на языке французском, то может в точности быть скаредно на русском.
пантеон 	(иноск.) — собрание великих светил мира (намек на древний и затем "Парнасский Пантеон " — храм, посвященный всем богам)Ср. Уже в бессмертный ПантеонСвятых изгнанников всходили славны тени.А.С. Пушкин. Андрей Шенье.Ср. Πάνθειον, πάνθεον (παν, все — θείον, божественное, божество).
пантера 	(иноск.) — злая, свирепая женщинаСр. Thier (нем.) — зверь.Ср. Ferus — свирепый.Ср. θήρ (σφήρ) — зверь, (πανθήρ — совсем, зверь) — пантера.
пантомим(пантомима) 	выразительное, немое объяснение посредством различных телодвижений (род балета театрального — игра без речей)Ср. И в тот же день, среди прелестнейших долин, сыграл любви с ней пантомин.Писемский. Взбаламученное море. 2, 9.Ср. Едва замечалось в нем такое настроение (случалось ему задумываться) — все вокруг умолкло. Рожков мгновенно прерывал разговор, теща, предупрежденная выразительной пантомимой, останавливала свое вязанье, жена опускала глаза...Григорович. Порф. Петр. Кукушкин. 4.Ср. Pantomimus (лат.) — подражатель.Ср. Παντόμιμος (παν, все — μιμος, подражатель) — пантомимист.
пантомима 	пантомим (пантомима)выразительное, немое объяснение посредством различных телодвижений (род балета театрального — игра без речей)Ср. И в тот же день, среди прелестнейших долин, сыграл любви с ней пантомин.Писемский. Взбаламученное море. 2, 9.Ср. Едва замечалось в нем такое настроение (случалось ему задумываться) — все вокруг умолкло. Рожков мгновенно прерывал разговор, теща, предупрежденная выразительной пантомимой, останавливала свое вязанье, жена опускала глаза...Григорович. Порф. Петр. Кукушкин. 4.Ср. Pantomimus (лат.) — подражатель.Ср. Παντόμιμος (παν, все — μιμος, подражатель) — пантомимист.
панургово(баранье) стадо 	(иноск.) — бессмысленные подражателиСр. И Новгород за ним,Твердит: побьем, побьем низовых..."И Новгород! Баранье стадо, право!"Гр. А. Толстой. Посадник. 1, 6.Ср. Сбитые повально с толку, обращенные в полнейшее Панургово стадо, лишенные давно всякой независимости характера и привычки мыслить сами по себе, что/ способны будут вам сказать они!..Б.М. Маркевич. Бездна. 3, 16.Ср. Тут (для достижения целой противной партии на выборах), кроме Свищева, работал в том же направлении и Г. Троженков и другие, пляшущие под его дудку или играющие роль баранов во всероссийском "Панурговом стаде".Там же. Послесловие.Ср. Moutons de Panurge.Rabelais (1483-1553). Pantagruel. 4, 6.Панург купил барана у скотопромышленника, ехавшего на корабле с своим стадом, и выбросил купленного барана в воду; тогда остальные тоже бросились вслед за ним.См. куда один баран, туда и все стадо.См. рабское подражание.См. плясать под чужую дудку.См. играть роль.
