...A voli troppo alti e repentini… 	См. Счастью не вовсе верь!.
Олимп 	Олимпъ.Ср. Свѣтлоокая Зевсова дочь полетѣлаВновь на Олимпъ, гдѣ обитель свою, говорятъ, основалиБоги, гдѣ вѣтры не дуютъ, гдѣ дождь не шумитъ хладоносный,Гдѣ не подъемлетъ мятелей зима, гдѣ безоблачный воздухъЛегкой лазурью разлитъ и сладчайшимъ сіяньемъ проникнутъ:Тамъ для боговъ въ несказанныхъ утѣхахъ всѣ дни пробѣгаютъ.Hom. Od. пер. Жуковскаго. 6, 41—46.Ср. ἀθανάτων ἔδος.Homer. Ilias. 8, 456.Ср. οὔλυμπος.Поясн. (Олимпъ) — сводъ небесный, обитаемый богами (собств. гора на границѣ Ѳессаліи и Македоніи).Ср. Virgil. Eclog. 5, 56—57. Aristoph. Thesmoph. fr. 1068.Поясн. У Нѣмцевъ Олимпомъ называются верхнія мѣста въ театрѣ (нашъ раекъ), ради близости ихъ къ облакамъ и богамъ, нерѣдко изображеннымъ на плафонѣ.См. Раек.
Олимпийское величие 	Олимпійское величіе (съ высоты своего величія).Ср. Она вдругъ строго выпрямилась, нахмурила брови и обвела присутствующихъ олимпійскимъ величественнымъ взглядомъ.Григоровичъ. Два генерала. 5.Ср. Противоположеніе между олимпійскимъ величіемъ теоріи и болѣзненною чувствительностью жизни и составляетъ болящую рану современнаго человѣчества.Салтыковъ.
Олимпийское(олимпическое) спокойствие 	Олимпійское (олимпическое) спокойствіе — беззаботность.Ср. Вообще, Петербургъ не охотникъ до такъ называемыхъ пререканій: они кажутся ему вредными; они тревожатъ его олимпическое спокойствіе; они мѣшаютъ ему думать, что въ любезномъ отечествѣ все обстоитъ благополучно.Салтыковъ. Письма о провинціи. 3.Ср. Изъ журналовъ онъ читалъ только «Revue des deux Mondes», удивляясь олимпійскому спокойствію мысли и логичности выводовъ и не подозрѣвая, что эта логичность представляетъ собой не больше какъ бѣличье колесо.Салтыковъ. Мелочи жизни. 1, 2, 2.Ср. Вы просто олимпійская богиня... удостоиваете смертныхъ снизойти до нихъ, взглянуть на ихъ жизнь, живете олимпійскимъ неподвижнымъ блаженствомъ, вкушаете нектаръ и амброзію — и благо вамъ!Гончаровъ. Обрывъ. 1, 4.Ср. Вы... любили и никогда не выходили изъ вашего олимпійскаго спокойствія? Какъ вы это дѣлали, разскажите!Тамъ же.См. Олимп. См. Как белка в колесе. См. Нектар и Амврозия.
Оловянные глаза 	Оловянные глаза (иноск.) мутные, бездушные.Ср. Мужикъ встряхнулъ головою, устремилъ на него оловянные глаза...Григоровичъ. Антонъ-горемыка. 5.Ср. Всю ночь Навагину снился старый, тощій чиновникъ въ потертомъ вицмундирѣ, съ желтолимоннымъ лицомъ... оловянными глазами.А. П. Чеховъ. Тайна.Ср. Багровый, изжелта, цвѣтъ лица, тусклые, оловянные глаза и осиплый голосъ ясно давали знать что... что не совсѣмъ скромно провелъ онъ первую молодость.А. Ѳ. Писемскій. Боярщина. 1, 1.Ср. Ага, пожаловалъ! проворчалъ маіоръ, искоса вскинувъ на Пѣтухова свои оловянные глазки.Тургеневъ. Пѣтушковъ. 8.
Олух(царя Небесного) 	Олухъ (царя Небеснаго) иноск. — дуракъ, покровительствуемый судьбой — Небомъ.На дурака у Бога милости много.Ср. «Божій человѣкъ» (иноск.) юродивый, малоумный.Ср. Вѣдь онъ такой олухъ царя небеснаго, даже прекраснаго, шельма, не понимаетъ... на женщину никогда не взглянетъ, а женщины на него какъ муха на медъ.Лѣсковъ. Обойденные. 2, 4.Ср. Надѣюсь, что они поймутъ, для чьей пользы я это дѣлаю... «Какъ же не понять, помилуйте! Не олухи же они царя небеснаго!»Писемскій. Масоны. 3, 11.Ср. Фортуны олухи и плуты,Карикатуръ различныхъ смѣсь:Здѣсь — важностью пузырь надутый,Тамъ — накрахмаленная спесь.Кн.
П. А. Вяземскій. Баденъ-Баденъ.Ср. Да въ олухи-то, я не знаю, кто попалъ.Крыловъ. Купецъ.Ср. Схватился онъ не съ олухомъ-дѣтиной:Извощикъ малый удалой.Крыловъ. Разбойникъ и Извощикъ.Ср. Нашего Бога дурень, — прозвище, вставленное Запорожцами въ титулъ (Султана) въ письменномъ отвѣтѣ ему.Ср. Даль. Толковый Словарь.Ср. O du Gaul Gottes!Пер. Намекъ на ослицу съ осленкомъ (ср. Матѳ. 21, 2).Ср. Saint Christophle de Pâques fleuries.Пер. Св. Христофль Вербнаго Воскресенія.Ср. Cara deum soboles.Пер. Порода богамъ дорогая.Virgil.См. Как муха к меду льнет. См. Осел. См. Карикатура. См. Ослица Валаама. См. Вербный херувим.
Омары 	Омары (иноск.) невѣжественные самодуры — враги «свѣта» (намекъ на Омара, сжегшаго Александрійскую библіотеку).Ср. Разсѣялъ свѣтъ побѣдоносный знаньяНевѣжества и самодурства мракъ,Омаровъ ужъ осталось очень мало,Атиллы ужъ нисколько не страшны.Карайте ихъ сатирой Ювенала...— Нѣтъ, господа, давайте ѣсть блины.В. С. Курочкинъ. На масляницѣ.См. Ученье свет, а неученье тьма. См. Ювенал.
Омнибус 	Омнибусъ (экипажъ для общей попутной ѣзды).Ср. Аккуратно онъ являлся съ первымъ омнибусомъ въ восемь часовъ утра и выѣзжалъ домой съ послѣднимъ въ половинѣ двѣнадцатаго.Лѣсковъ. Обойденные. 3, 18.Ср. Омнибусы, кареты всѣхъ родовъ и видовъ сновали вдоль бульвара...Тургеневъ. Призраки. 19.Ср. Omnibus (лат.) — всѣмъ, для всѣхъ.См. Бульварный франт.
Омоним 	Омонимъ (кого-либо) — иноск. лицо, имѣющее одинаковое съ другимъ названіе, имя, — однофамилецъ (намекъ на омонимы, — одинако звучащія слова, но различно пишущіяся).Ср. И мнѣ сдается: правъ мой омонимъ,Что классицизму далъ онъ предпочтенье,Котораго такъ прочно тяжкій плугъВзрываетъ новь подъ сѣмена наукъ.Гр. А. Толстой. Портретъ. 30 (о Гр. Дм. Андр. Толстомъ, бывшемъ Министрѣ Народн. Просв. и сторонникѣ классицизма).Ср. Homonyme (фр.) одноименный.Ср. ὁμώνυμος (ὁμός, одинаковый — ὄνο(υ)μα, имя).
Омут 	Омутъ (иноск.) сутолока, безтолочь; бѣда.Попасть въ омутъ (съ головою) иноск. — въ бѣду.Ср. Какъ бы ни была грязна и жалка эта жизнь (маленькаго городка)... все же она жизнь, а въ васъ самихъ есть такое нестерпимое желаніе жить, что вы съ закрытыми глазами бросаетесь въ грязный омутъ — единственную сферу, гдѣ вамъ представляется возможность истратить какъ попало избытокъ жизни...Салтыковъ. Губ. очерки. 2. Княжна Анна.Ср. Я только еще успѣлъ немножко почестнѣй пошевелиться въ этомъ омутѣ всевозможныхъ гадостей и мерзостей, какъ на меня сейчасъ-же пошли доносы и извѣты...Писемскій. Люди сороковыхъ годовъ. 4, 15.Ср. Въ семъ омутѣ, гдѣ съ вами яКупаюсь, милые друзья!...А. С. Пушкинъ. Евг. Онѣгинъ. 6, 47.Поясн. Омутъ (иноск.) — человѣкъ хитрый, скрытный.Поясн. Омутъ въ прям. смыслѣ — мутная глубина (яма) въ водѣ.См. Окунуть.
Он и усом не ведет 	Онъ и усомъ не ведетъ.Ср. Онъ и усомъ не ведетъ,На печи въ углу поетъИзо всей дурацкой мочи:Распрекрасныя вы очи.Ершовъ. Конекъ Горбунокъ.
Он из песку веревки вьет 	Онъ изъ песку веревки вьетъ (иноск.) скряга (изощряющій умъ свой изъ невозможнаго что-нибудь добыть).Ср. Повѣсть «Объ Акирѣ Премудромъ» — о витьѣ веревокъ изъ песку у чародѣевъ.А. Н. Пыпинъ. Повѣсти и сказки (Уч. Записки 2 отд. Имп. Акад. Наукъ 1858 г. 4).Ср. Ex arena funiculum nectis.Пер. Изъ песку веревку вьешь (посл.).Ср. Quod ajunt Graeci ex incomprehensibili parvitate arenae funis effici non possit.Columella de re rust 10. praef.Ср. ἐξ ἄμμου σχοινίον πλέκειν.Ср. Suid. 1. Ср. Apost. 7, 50.Ср. Aesop. prov. 10 (Corp. paroem. Graec. 2, p. 229).См. Хоть веревки из него вей. См. Черного кобеля не вымоешь до бела.
Он мало говорит, но всегда лжет 	Онъ мало говоритъ, но всегда лжетъ.Lord Cawley (о Наполеонѣ III).Ср. Такой уже у него нравъ-то странный былъ: что ни скажетъ слово, то и солжетъ; онъ-то и самъ не радъ, да ужъ не можетъ, чтобы не прилгнуть — такая ужъ на то воля Божія.Гоголь. Женитьба. 1, 8. Сваха.Ср. Comme grand dormir n’est pas sans songe,Grand parler n’est pas sans mensonge.Gab. Meurier. Sent. XVI s.
Он ничего не признает 	Онъ ничего не признаетъ.Грибоѣдовъ. Горе отъ ума. 2, 2. (изд. 1854 г.)См. Ничего святого!.
Он пойдет далеко 	Онъ пойдетъ далеко.Ср. Я вижу, что онъ почтителенъ и есть въ немъ этакое какое-то пріятное искательство къ начальству. Значитъ, онъ пойдетъ далеко.Островскій. Доходное мѣсто. Кукушкина.Ср. Больше всего — угождай учителямъ и наставникамъ. Коли будешь угождать начальникамъ, ты хоть въ наукѣ не успѣешь, и таланту Богъ не далъ, все пойдешь въ ходъ и всѣхъ опередишь.Гоголь. Мертвыя души. 1, 11. Отецъ Чичикову.Ср. Médiocre et rampant, et l’on arrive à tout.Beaumarchais. Mariage de Figaro. 3, 5.Ср. Omnia serviliter pro dominatione.Пер. Во всемъ униженно, чтобъ затѣмъ властвовать (говорилъ Импер. Оттонъ).Tacit. Hist. 1, 36.См. До степеней известных. См. На задних лапках. См. Служить бы рад, прислуживаться тошно.
Она 	Она (иноск.) предметъ любви.Ср. (Изъ-за портьеры) явилась она... Вы, конечно, не потребуете, чтобы я назвалъ ее по имени... Я буду звать ее просто она. Она моя героиня. Она... Это, если хотите, напоминаетъ нѣсколько таинственно-сантиментальныя времена тридцатыхъ годовъ... времена патентованныхъ «мечты, луны и дѣвы»...Вс. Крестовскій. Любовь въ двухъ часахъ.См. К ней. См. Поветрие. См. Сантименты разводить.
Она до гроба не забудет 	Она до гроба не забудетъ.Ср. Увы! утѣшится жена,И друга лучшій другъ забудетъ;Но гдѣ-то есть душа одна —Она до гроба помнить будетъ.Некрасовъ. „Внимая ужасамъ войны“ (о матери).См. Нет такого дружка, как родная матушка. См. До гробовой доски.
Она должна родить 	Она должна родить (иноск.) — объ основательныхъ предположеніяхъ вообще.Ср. Я долженъ у вдовы, у докторши крестить.Она не родила, но по разсчету,По моему, должна родить.
Она еще глупа, а ты уж не щенок 	Она еще глупа, а ты ужъ не щенокъ.Ср.                    Дружокъ,Напрасно, смотря на собачку,Ты вздумалъ, что тебѣ я также дамъ потачку:Она еще глупа, а ты ужъ не щенокъ.Крыловъ. Левъ и Волкъ.Ср. И царь звѣрей то снесъ, не огорчась ни мало:Она глупа еще и молода была.Тамъ же.См. Не всякому по Якову. См. Сквозь пальцы смотреть.
Она к нему, а он ко мне 	Она къ нему, а онъ ко мнѣ (иноск.) объ отсутствіи взаимности.Ср. Ну, люди въ здѣшней сторонѣ,Она къ нему, а онъ ко мнѣ!А я... одна лишь я любви до смерти трушу!А какъ не полюбить буфетчика Петрушу.Грибоѣдовъ. Горе отъ ума. 2, 14. Лиза.Ср. Ein Jüngling liebt ein Mädchen,Die hat einen Andern erwählt;Der Andre liebt eine Andre...
Она много любила, ей многое простится 	Она много любила, ей многое простится.Ср. Бѣдная! какъ она мало жила!Какъ она много любила!Некрасовъ. Въ больницѣ.Ср. Скандальная хроника разсказывала про нее множество приключеній. Она и сама впрочемъ, въ этомъ случаѣ не скрытничала и очень откровенно объясняла, что ей многое на томъ свѣтѣ должно проститься, потому что она много любила.Писемскій. Въ водоворотѣ. 1, 4.Ср. Прощаются грѣхи ея многіе за то, что она возлюбила много.Лук. 7, 47. Іоанн. 8, 7—11.Ср. Multa remittuntur ei peccata, quia dilexit multum.Поясн. Эти слова (шуточно) неправильно примѣняются къ женщинамъ, отличающимся своими любовными приключеніями.См. Иди в свой дом и не греши. См. Скандал. См. На том свете.
Она сама себя высекла 	Она сама себя высѣкла.Ср. Унтеръ-офицерша налгала вамъ, будто я ее высѣкъ; она вретъ, ей Богу вретъ. Она сама себя высѣкла.Гоголь. Ревизоръ. 4, 15. Городничій.Поясн. Употребляется въ смыслѣ самообличенья.
Оно не столь хоть видно, да сытно 	Оно не столь хоть видно, да сытно.Ср. А я бы право былъ гораздо болѣ радъЗерну ячменному: оно не столь хоть видно,              Да сытно.
Опала 	Опала (иноск.) неудовольствіе, гнѣвъ вспылившаго вельможи, начальника, властелина.Ср. «Въ опалѣ», подъ опалою (быть).Ср. Опала властей отозвалась и на частныхъ урокахъ Льва Саввича (учителя)...Данилевскій. Девятый валъ. 1, 3.Ср. Хотя мы знаемъ, что ЕвгенійИздавна чтенья разлюбилъ,Однакожъ нѣсколько творенійОнъ изъ опалы исключилъ.А. С. Пушкинъ. Евг. Онѣгинъ. 7, 22.
Опасаюсь Данайцев 	Опасаюсь Данайцевъ.Ср. Ваше Превосходительство! одинъ древній сказалъ: Timeo Danaos et dona ferentes! это значитъ: опасаюсь Данайцевъ, даже тогда, когда они приходятъ съ дарами. Но здѣсь, Ваше П-во, вы изволите видѣть не «Данайцевъ», а преданныхъ подчиненныхъ (рѣчь Вице-Губернатора).Салтыковъ. Помпадуры и Помпадурши. 1.Ср. Les présents des ennemis sont funestes.Ср. Défiez vous de l’ennemi qui vous fait des présents.Alex. Dumas. Les Trois Mousquetaires.Ср. Danaum fatale munus.Пер. Данайцевъ, опасный даръ.Seneca. Agam. 624.Ср. Quidquid id est timeo Danaos, et dona ferentes.Что бы то ни было, боюсь Данайцевъ, и дары приносящихъ.Поясн. Слова Лаокоона при видѣ деревяннаго коня предъ стѣнами Трои.Ср. Virg. Aen. 2, 49.См. Недруг дарит, зло мыслит.
Опасенье — половина спасенья 	Опасенье — половина спасенья.Отъ малаго опасенья великое спасенье.
Опасный человек! Да он властей не признает 	Опасный человѣкъ!             Да онъ властей не признаетъ.
Опека 	Опека (иноск. ирон.) вмѣшиваніе въ чужія дѣла, навязываніе своихъ совѣтовъ.Ср. Ничего я не желаю! Только прошу, пожалуйста, избавьте меня отъ опеки. Я не мальчишка и не сумасшедшій и прошу снять съ меня этотъ надзоръ.А. П. Чеховъ. Дуэль. 15.
Операция 	Операція (иноск.) сдѣлка, предпріятіе торговое — дѣло.Оперировать — дѣйствовать; производить операцію.Ср. «Выгодная операція».Ср. Еслибы ты самъ не признался въ тѣхъ операціяхъ съ чужимъ сундукомъ, я бы не сталъ молчать о нихъ.Боборыкинъ. Василій Теркинъ. 3, 13.Ср. Потолковавъ о крахѣ въ банкѣ... Авдѣевъ и его пріятели отправились на пирогъ... Пока ѣли пирогъ, онъ описалъ съ десятокъ противозаконныхъ операцій, которыя ему были извѣстны.Ант. П. Чеховъ. Хмурые люди. Бѣда.Ср. Одинъ извѣстнѣйшій «іерусалимскій баронъ» добивается, чтобы ему дали подрядъ на нашу армію. Опасаясь, что этотъ господинъ все дѣло поведетъ съ жидами и по-жидовски, ему не хотятъ дать этой операціи.Лѣсковъ. Владычный судъ. 20.Ср. Съ утра до вечера долженъ былъ оперировать такихъ, которымъ операцію нужно было сдѣлать тотчасъ послѣ сраженія (т. е. три недѣли назадъ)...Н. И. Пироговъ. Севастопольскія письма (къ женѣ).Ср. Operation — предпріятіе.Ср. Operatio (operare, работать) — opus, работа, дѣло.См. Крах. См. Иерусалимский барон, дворянин.
Опереточные мушкатеры 	Опереточные мушкатеры (иноск.) о всегда опаздывающихъ (намекъ на оперетку Brigands).Ср. Какъ опереточные мушкатеры, обыватель опаздываетъ съ помощью... потому что нѣтъ у него навыка дѣятельной любви, нѣтъ общественнаго стимула, который будилъ бы его во время, нѣтъ, однимъ словомъ, общества, которое замѣнено случайнымъ скопленіемъ людей на извѣстной территоріи.В. Быстренинъ. Нѣтъ общества („Новости“ 26 окт. 1900 г.“).Ср. Nous sommes les carabiniers,La sécurité des foyers,Mais, par un malheureux hasard,Au secours des particuliersNous arrivons toujours trop tard.Meilhac et Halévy (mus. Offenbach). Les Brigands. 1, 11.
Оперяться 	Оперяться (иноск.) идти въ ходъ, разжиться, выйти въ люди (намекъ на оперившуюся птицу, которая, сперва голая, оперивается и смѣло начинаетъ летать).Ср. (Молодой врачъ) съ каждымъ годомъ начиналъ все болѣе и болѣе оперяться и въ настоящее время имѣлъ уже маленькій капиталъ.Писемскій. Мѣщане. 2, 1.Ср. Пригрѣлъ я его, опериться далъ.Маркевичъ. Переломъ. 1, 9.Ср. Нѣтъ господинъ честной, не пановать надъ Москвою этому иновѣрцу. Дай только русскимъ опериться.Загоскинъ. Юрій Милославскій. 1.См. Окрылять.
Опешить 	Опѣшить (стать въ тупикъ).Ср. Медвѣдь взревѣлъ, медвѣдь мой издыхаетъ...Крестьянинъ всталъ и онъ же батрака ругаетъ.Опѣшилъ бѣдный мой Степанъ...Крыловъ. Крестьянинъ и Работникъ.См. Пешка.
Описка 	Описка (ошибка пера).Обмолвка да описка не въ строку.Ср. Lapsus calami — описка; lapsus linguae — обмолвка.См. Не всякое лыко в строку. См. С языка сорвалось.
Описывать 	Описывать вещи (иноск.) — для продажи за долги.Ср. «Его имущество описано».Ср. Комнату эту нельзя, впрочемъ, было назвать гостиной, а скорѣе отдѣленіемъ магазина рѣдкихъ вещей. Я не стану ее описывать, потому что это уже своевременно было исполнено судебнымъ приставомъ.И. Ѳ. Горбуновъ. Петръ Петровичъ (Типъ).
Отнялся язык(рука, нога) 	Отнялся языкъ (рука, нога) — иноск. какъ бы нѣтъ его (не дѣйствуетъ, — отмеръ).Ср. У меня руки отняты (иноск.) — я лишенъ силъ, средствъ, возможности дѣйствовать (— власти).Ср. Я удивился перемѣнѣ, которая произошла въ немъ... правая нога почти совсѣмъ отнялась, такъ что жена его вынуждена была безпрестанно поддерживать его за локоть: языкъ заплетался...Салтыковъ. Пошехонская старина. 28.
Отойди от Меня, сатана 	Отойди отъ Меня, сатана.Ср. «Падши ницъ, поклонись — и отдамъ все сполнаЯ тебѣ...» говоритъ искуситель.Отвѣщаетъ Небесный Учитель:— «Отойди, отойди отъ меня, Сатана!»Л. Мей. „Отойди отъ меня сатана“. (Конецъ).Ср. Apage, Satana!Ср. Матѳ. 4, 10. Луки. 4, 8.
Отольются(отзовутся) волку овечьи слезки 	Отольются (отзовутся) волку овечьи слезки (кошкѣ мышкины слезки).Ср. Раскаяться — лѣнь; сдѣлать бывшее небывшимъ — невозможно; стало быть, приходится существовать, сознавая себя въ положеніи стараго волка, которому отольются овечьи слезки.Салтыковъ. Круглый годъ. 1-е августа.Ср. Посмотри на него — всякая жилка у него говоритъ: «что же, молъ, ты не бьешь? — бей! зато въ будущемъ вѣкѣ отольются кошкѣ мышкины слезки!»Салтыковъ. Пошехонская старина. 18.Ср. Не сдобровать ему. Отзовутся кошкѣ мышкины слезки.Данилевскій. Девятый валъ. 2, 20.См. Виноватого Бог сыщет. См. Попасть под сюркуп.
Отоптать пятки, хвост 	Отоптать пятки, хвостъ кому (иноск.) не отступно слѣдомъ за кѣмъ ходить, угождая и прислуживая.
Отослать к отцам 	Отослать (отправить) къ отцамъ (иноск.) отправить на тотъ свѣтъ.Ср. Но отослать врага къ отцамъЕдва-ль пріятно будетъ вамъ...А. С. Пушкинъ. Евг. Онѣг. 6, 33.Ср. Какъ человѣкъ... держащійся принципа.., что всѣ средства хороши, лишь бы вели къ цѣли, кажущейся лично намъ выгодной... — онъ не остановился передъ мыслью отправить «старца» къ праотцамъ и черезъ его смерть поправить свои обстоятельства...Вс. Крестовскій. Внѣ закона. 1, 9.См. Отправиться к праотцам. См. Цель освящает средства.
Отошло(от сердца) 	Отошло (отъ сердца) — иноск. объ успокоившемся отъ гнѣва, о переставшемъ сердиться.Ср. Онъ остановился: у него вдругъ отошло отъ сердца. Отъ засмѣялся добродушно не то надъ ней, не то надъ собой.Гончаровъ. Обрывъ. 1, 18.См. Отлегло от сердца, от души. См. Отходить.
Отпетый(дурень, пьяница) 	Отпѣтый (дурень, пьяница) иноск. — отъявленный, отчаянный, безнадежный къ исправленію (отпѣваніе — послѣднее дѣйствіе надъ умершимъ).Ср. Ну, что̀ на меня глаза выпучилъ, отпѣтый дуракъ!Достоевскій. Дядюшкинъ сонъ. 10 (жена — мужу).Ср. Прощай, Груша! со мной что̀ то недоброе дѣлается, на твоей душѣ грѣхъ будетъ. Я голова отпѣтая, ты меня знаешь.Островскій. Живи не такъ, какъ хочется. 3, 15.Ср. Передъ ними находился давно порѣшенный, давно отпѣтый человѣкъ...Маркевичъ. Бездна. 1. Прологъ. 2.Ср. Рядомъ жилъ желтоволосый стариченка съ неподвижными рыбьими глазами «отпѣтый», да не похороненный.Вс. Крестовскій. Петерб. трущобы. 6, 15.См. Из рук валиться.
Отпираться 	Отпираться. Запираться (иноск.) отрекаться, упорно утверждать, упирать на своемъ.Ср. ...Вы ко мнѣ писали,Не отпирайтесь...А. С. Пушкинъ. Евг. Онѣгинъ. 4, 12.Ср. Улика на лицо и запираться поздно.Крыловъ. Напраслина.Ср. «Онъ у васъ коней не кралъ».Старшій корчась тутъ сказалъ:Дорогой нашъ братъ, Иваша,Что переться, дѣло наше...Ершовъ. Конекъ Горбунокъ. 1.См. Отрицай! отпирайся!. Отпираться.
Отплатить тою же монетою 	Отплатить тою же монетою (иноск.) — отдать, воздать равнымъ.Ср. Ты былъ такой милый мальчикъ и, клянусь тебѣ, ты тоже много проигралъ въ эти девять лѣтъ... вскричалъ Версиловъ; ясно, что онъ изволилъ шутить и тою же монетою отплатилъ мнѣ за колкое мое замѣчаніе о томъ, что онъ постарѣлъ.Достоевскій. Подростокъ. 1, 6, 3.Ср. Поляки (изъ политическихъ преступниковъ) были съ каторжными какъ-то утонченно вѣжливы, несообщительны и никакъ не могли скрыть передъ ними своего къ нимъ отвращенія, а тѣ понимали это очень хорошо и платили тою же монетою.Достоевскій. Записки изъ Мертваго дома. 1, 2.Ср. На другой день принесли шубу (Волынскаго) изъ полиціи. Домашніе не сказали ему, что къ ней прицѣплена была записка (отъ Бирона): плата тою же монетой съ герцогскими процентами.И. И. Лажечниковъ. Ледяной домъ. 3, 1.Ср. Rendre à quelqu’an la monnaie de sa pièce.Dictionn. de l’Acad.См. В ню же меру мерите, возмерится вам.
Отплевываться 	Отплевываться (похваливъ) — иноск. чтобъ не сглазить.Ср. Имѣю счастье довести до свѣдѣнія Вашего Величества, что въ университетѣ все обстоитъ благополучно. «Отплевывайтесь, г-нъ ректоръ!» — Ваше Величество! Въ добрый часъ молвить, въ университетѣ все обстоитъ благополучно — «такъ-то лучше!»(Рапортъ Ректора Благовѣщенскаго Императору Александру II въ Варшавѣ).Поясн. У насъ отплевываются при разныхъ случаяхъ (чтобъ отвратить бѣду, при встрѣчахъ). Это ничего не имѣетъ общаго съ плеваніемъ въ кулакъ: въ кулакъ плюютъ взявшись за орудіе, — палку, топоръ, чтобъ крѣпче держать его ударяя имъ.См. В добрый час молвить. См. Плюнь и дунь. См. Плевать. См. Сухо дерево завтра пятница.
Отправиться к праотцам 	Отправиться (отойти) къ праотцамъ (иноск.) умереть.Ср. Отправился въ страну, гдѣ царствуетъ Плутонъ.Крыловъ. Вельможа.Ср. Ad patres.Ср. Я приложу тебя къ отцамъ твоимъ и ты положенъ будешь въ гробницу и т. д.4 Царствъ. 22, 30.Ср. И скончался Авраамъ и приложился къ народу своему.Бытіе. 25, 8.Поясн. Евреи въ древности имѣли обычай хоронить своихъ умершихъ въ отечествѣ ихъ, вмѣстѣ съ предками, а состоятельныхъ — въ особомъ фамильномъ склепѣ. Такъ Іосифъ похоронилъ отца своего Іакова (умершаго въ Египтѣ) въ землѣ Ханаанской.Ср. И отнесли его (Іакова) сыновья его въ землю Ханаанскую и похоронили его въ пещерѣ, которую купилъ Авраамъ съ полемъ, въ собственность для погребенія.Бытіе. 50, 13.Ср. Я прилагаюсь къ народу моему; похороните меня съ отцами моими — въ пещерѣ, въ землѣ Ханаанской, которую (пещеру) купилъ Авраамъ ...Бытіе. 49, 29—30.Поясн. Отсюда выраженіе (въ прямомъ смыслѣ): къ отцамъ.См. Плутон. См. Отослать к отцам.
Отпустите душу на покаяние! 	Отпустите душу на покаяніе! (иноск.) избавьте, увольте (собственно не погубите, дайте возможность покаяться, — и исправиться).Ср. Онъ взмолился мнѣ: «отпусти душу на покаяніе!» Я говорю: покайся, это твое дѣло, а живого ужъ не отпущу... и затѣмъ я его застрѣлилъ ...Писемскій. Люди сороковыхъ годовъ. 4, 16.Ср. Отпустите, отпустите, отпустите хоть душу на покаяніе — совсѣмъ прижали!Гоголь. Ревизоръ. 4, 1. Земляника.Ср. — Длить споры не мое желанье. —«Хоть душу отпусти на покаянье».Грибоѣдовъ. Горе отъ ума. 2, 2. Фамусовъ Чацкому.
Отрава 	Отрава (иноск.) огорченіе. Отравлять — испортить, вредить.Ср. «Неудатныя дѣти отрава жизни нашей».Ср. «Горькая жизнь отравляетъ радости».Ср. Мнѣ дочь моя — врагъ, она мнѣ жизнь отравляетъ.Маркевичъ. Чадъ жизни. 4, 6.Ср. Чего она не перенесла отъ своего мужа! Попреками да укорами отравлялъ онъ ей каждую ложку за обѣдомъ.Марлинскій. Латникъ.Ср. Одно ея холодное слово могло отравить мое существованіе.Марлинскій. Ночь на кораблѣ.
Отрапортовать 	Отрапортовать (иноск.) отдѣлать, обработать, избить.Ср. (Городничій) высѣкъ, батюшка!... По ошибкѣ, отецъ мой! Бабы-то наши забрались на рынкѣ, а полиція не доспѣла, да и схватила меня, да такъ отрапортовали: два дня сидѣть не могла!Гоголь. Ревизоръ. 4, 11.
Отребье человека 	Отребье человѣка (иноск.) извергъ — негодные люди (намекъ на отребленный соръ хлѣба — отброски).Ср. Эти люди сами деморализуются до того, что, по мѣстному выраженію, «мѣняютъ вѣру, якъ цыганъ коняку». (Къ этому отребью)... принадлежалъ и наемщикъ нашего интролигатора.Лѣсковъ. Владычный судъ. 7.См. Подонки народа. См. Веру переменить не рубаху сменить. См. Деморализация.
Отрезанный ломоть(к хлебу не приставишь) 	Отрѣзанный ломоть (къ хлѣбу не приставишь) т. е. отдѣленный (намекъ на права отдѣленныхъ дѣтей, на наслѣдство).Ср. Ссыльно-каторжные... Это были преступники, совершенно лишенные всякихъ правъ состоянія, отрѣзанные ломти отъ общества, съ проклейменнымъ лицомъ для вѣчнаго свидѣтельства объ ихъ отверженіи.Достоевскій. Записки изъ Мертваго дома. 1, 1.Ср. Видимо между всѣми этими людьми были общіе интересы и протекала общая жизнь; одинъ только герой мой былъ тутъ, какъ отрѣзанный ломоть.Писемскій. Взбаламученное море. 2, 8.Ср. Она ту меньше любила, да, вѣдь, она уже отрѣзанный ломоть: у нея свои обязанности, свое семейство...Писемскій. Тюфякъ. 2.Ср. Какъ хотите, — но женатый человѣкъ отрѣзанный отъ всего ломоть.Писемскій. Взбаламученное море. 4, 3.Ср. Сестра при братѣ не вотчиница.Уложеніе.Ср. «Отрѣзанный ломоть» — выдѣленный членъ семейства.
Отрезать 	Отрѣзать (иноск.) сказать рѣшительно — наотрѣзъ.Сказалъ, что топоромъ отрубилъ.Ср. «Какъ ножемъ отрѣзалъ».Ср. Вотъ такъ! Сказала, какъ отрѣзала. Такъ и знать будемъ.Островскій. Послѣдняя жертва. 1, 2.Ср. И вы находите меня способнымъ подвести васъ къ этому (истинному) пути? «Вполнѣ!» отрѣзалъ ему Аггей Никитычъ.Писемскій. Масоны. 5, 3.
